Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales after discounts , Profit ,Date,Month Number, Month Name ,Year
Government,Mexico, Paseo , Medium ," $2,689.00 ", $10.00 , $7.00 ," $18,823.00 ", $941.15 ," $17,881.85 "," $(9,008.15)",10/1/2014,10, October ,2014
Government,Mexico, VTT , Medium ," $2,689.00 ", $250.00 , $7.00 ," $18,823.00 ", $941.15 ," $17,881.85 "," $(654,368.15)",10/1/2014,10, October ,2014
Government,Mexico, Amarilla , Medium ," $1,683.00 ", $260.00 , $7.00 ," $11,781.00 ", $589.05 ," $11,191.95 "," $(426,388.05)",7/1/2014,7, July ,2014
Government,France, Montana , None ," $1,899.00 ", $5.00 , $20.00 ," $37,980.00 ", $-   ," $37,980.00 "," $28,485.00 ",6/1/2014,6, June ,2014
Government,France, Montana , Low ," $1,375.50 ", $5.00 , $20.00 ," $27,510.00 ", $275.10 ," $27,234.90 "," $20,357.40 ",7/1/2014,7, July ,2014
Government,Mexico, Velo , Medium ," $1,498.00 ", $120.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $(169,903.16)",6/1/2014,6, June ,2014
Government,Mexico, VTT , Medium ," $1,498.00 ", $250.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $(364,643.16)",6/1/2014,6, June ,2014
Government,Mexico, VTT , Medium ," $1,123.00 ", $250.00 , $20.00 ," $22,460.00 "," $1,347.60 "," $21,112.40 "," $(259,637.60)",11/1/2013,11, November ,2013
Government,Mexico, Amarilla , Medium ," $1,679.00 ", $260.00 , $350.00 ," $587,650.00 "," $35,259.00 "," $552,391.00 "," $115,851.00 ",9/1/2014,9, September ,2014
Government,Mexico, Velo , Medium ," $1,333.00 ", $120.00 , $7.00 ," $9,331.00 ", $559.86 ," $8,771.14 "," $(151,188.86)",11/1/2014,11, November ,2014
Government,Mexico, Carretera , Medium ," $1,834.00 ", $3.00 , $20.00 ," $36,680.00 "," $2,567.60 "," $34,112.40 "," $28,610.40 ",9/1/2013,9, September ,2013
Government,Mexico, Velo , Medium , $609.00 , $120.00 , $20.00 ," $12,180.00 ", $852.60 ," $11,327.40 "," $(61,752.60)",8/1/2014,8, August ,2014
Government,Mexico, Carretera , Medium ," $1,362.00 ", $3.00 , $350.00 ," $476,700.00 "," $38,136.00 "," $438,564.00 "," $434,478.00 ",12/1/2014,12, December ,2014
Government,Mexico, Paseo , Medium ," $2,993.00 ", $10.00 , $20.00 ," $59,860.00 "," $4,788.80 "," $55,071.20 "," $25,141.20 ",9/1/2014,9, September ,2014
Government,Mexico, Paseo , Medium ," $1,946.00 ", $10.00 , $7.00 ," $13,622.00 "," $1,089.76 "," $12,532.24 "," $(6,927.76)",12/1/2013,12, December ,2013
Government,Mexico, Paseo , Medium ," $1,362.00 ", $10.00 , $350.00 ," $476,700.00 "," $38,136.00 "," $438,564.00 "," $424,944.00 ",12/1/2014,12, December ,2014
Government,Mexico, Paseo , Medium ," $2,417.00 ", $10.00 , $350.00 ," $845,950.00 "," $76,135.50 "," $769,814.50 "," $745,644.50 ",1/1/2014,1, January ,2014
Government,Mexico, Amarilla , Medium ," $1,694.00 ", $260.00 , $20.00 ," $33,880.00 "," $3,049.20 "," $30,830.80 "," $(409,609.20)",11/1/2014,11, November ,2014
Government,Mexico, Carretera , Medium , $521.00 , $3.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $1,755.77 ",12/1/2014,12, December ,2014
Government,Mexico, Paseo , Medium ," $1,038.00 ", $10.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $8,511.60 ",6/1/2014,6, June ,2014
Government,Mexico, VTT , Medium , $521.00 , $250.00 , $7.00 ," $3,647.00 ", $328.23 ," $3,318.77 "," $(126,931.23)",12/1/2014,12, December ,2014
Government,Mexico, Amarilla , Medium ," $1,038.00 ", $260.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $(250,988.40)",6/1/2014,6, June ,2014
Government,Mexico, Amarilla , High ," $2,039.00 ", $260.00 , $20.00 ," $40,780.00 "," $4,078.00 "," $36,702.00 "," $(493,438.00)",5/1/2014,5, May ,2014
Government,Mexico, Carretera , High ," $2,706.00 ", $3.00 , $7.00 ," $18,942.00 "," $2,083.62 "," $16,858.38 "," $8,740.38 ",11/1/2013,11, November ,2013
Government,Mexico, Paseo , High ," $1,122.00 ", $10.00 , $20.00 ," $22,440.00 "," $2,468.40 "," $19,971.60 "," $8,751.60 ",3/1/2014,3, March ,2014
Government,Mexico, Velo , High , $344.00 , $120.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 "," $65,876.00 ",10/1/2013,10, October ,2013
Government,Mexico, Amarilla , High ," $2,629.00 ", $260.00 , $20.00 ," $52,580.00 "," $5,783.80 "," $46,796.20 "," $(636,743.80)",1/1/2014,1, January ,2014
Government,Mexico, Amarilla , High , $344.00 , $260.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 "," $17,716.00 ",10/1/2013,10, October ,2013
Government,Mexico, Carretera , High , $886.00 , $3.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 "," $270,230.00 ",6/1/2014,6, June ,2014
Government,France, Montana , Low , $544.00 , $5.00 , $7.00 ," $3,808.00 ", $114.24 ," $3,693.76 ", $973.76 ,9/1/2014,9, September ,2014
Government,France, Montana , Medium ," $1,384.50 ", $5.00 , $350.00 ," $484,575.00 "," $24,228.75 "," $460,346.25 "," $453,423.75 ",1/1/2014,1, January ,2014
Government,Mexico, Paseo , High , $886.00 , $10.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 "," $264,028.00 ",6/1/2014,6, June ,2014
Government,Mexico, Paseo , High , $905.00 , $10.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $6,878.00 ",10/1/2014,10, October ,2014
Government,Mexico, Paseo , High ," $1,715.00 ", $10.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $13,034.00 ",10/1/2013,10, October ,2013
Government,Mexico, Paseo , High ," $1,197.00 ", $10.00 , $350.00 ," $418,950.00 "," $50,274.00 "," $368,676.00 "," $356,706.00 ",11/1/2014,11, November ,2014
Government,Mexico, Paseo , High ," $1,233.00 ", $10.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $9,370.80 ",12/1/2014,12, December ,2014
Government,Mexico, Velo , High ," $1,395.00 ", $120.00 , $350.00 ," $488,250.00 "," $58,590.00 "," $429,660.00 "," $262,260.00 ",7/1/2014,7, July ,2014
Government,Mexico, Velo , High , $905.00 , $120.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $(92,672.00)",10/1/2014,10, October ,2014
Government,Mexico, VTT , High ," $1,233.00 ", $250.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $(286,549.20)",12/1/2014,12, December ,2014
Government,France, Montana , Medium ," $1,403.00 ", $5.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $2,216.74 ",10/1/2013,10, October ,2013
Government,Mexico, Carretera , High ," $2,579.00 ", $3.00 , $20.00 ," $51,580.00 "," $7,221.20 "," $44,358.80 "," $36,621.80 ",4/1/2014,4, April ,2014
Government,France, Montana , Medium ," $1,757.00 ", $5.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $24,246.60 ",10/1/2013,10, October ,2013
Government,Mexico, Paseo , High , $260.00 , $10.00 , $20.00 ," $5,200.00 ", $728.00 ," $4,472.00 "," $1,872.00 ",2/1/2014,2, February ,2014
Government,Mexico, VTT , High ," $2,903.00 ", $250.00 , $7.00 ," $20,321.00 "," $2,844.94 "," $17,476.06 "," $(708,273.94)",3/1/2014,3, March ,2014
Government,Mexico, Amarilla , High ," $1,727.00 ", $260.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 "," $(438,623.46)",10/1/2013,10, October ,2013
Government,Mexico, Paseo , High ," $2,535.00 ", $10.00 , $7.00 ," $17,745.00 "," $2,661.75 "," $15,083.25 "," $(10,266.75)",4/1/2014,4, April ,2014
Government,Mexico, Paseo , High ," $2,851.00 ", $10.00 , $350.00 ," $997,850.00 "," $149,677.50 "," $848,172.50 "," $819,662.50 ",5/1/2014,5, May ,2014
Government,Mexico, Paseo , High ," $2,151.00 ", $10.00 , $350.00 ," $752,850.00 "," $112,927.50 "," $639,922.50 "," $618,412.50 ",11/1/2013,11, November ,2013
Government,France, Montana , Medium ," $1,976.00 ", $5.00 , $20.00 ," $39,520.00 "," $2,766.40 "," $36,753.60 "," $26,873.60 ",10/1/2014,10, October ,2014
Midmarket,Mexico, Carretera , None ," $2,470.00 ", $3.00 , $15.00 ," $37,050.00 ", $-   ," $37,050.00 "," $29,640.00 ",6/1/2014,6, June ,2014
Government,France, Montana , Medium ," $1,666.00 ", $5.00 , $350.00 ," $583,100.00 "," $52,479.00 "," $530,621.00 "," $522,291.00 ",5/1/2014,5, May ,2014
Midmarket,Mexico, Paseo , None , $974.00 , $10.00 , $15.00 ," $14,610.00 ", $-   ," $14,610.00 "," $4,870.00 ",2/1/2014,2, February ,2014
Midmarket,Mexico, Paseo , None ," $2,472.00 ", $10.00 , $15.00 ," $37,080.00 ", $-   ," $37,080.00 "," $12,360.00 ",9/1/2014,9, September ,2014
Government,France, Montana , High , $293.00 , $5.00 , $7.00 ," $2,051.00 ", $287.14 ," $1,763.86 ", $298.86 ,2/1/2014,2, February ,2014
Enterprise,France, Montana , Low ," $1,287.00 ", $5.00 , $125.00 ," $160,875.00 "," $4,826.25 "," $156,048.75 "," $149,613.75 ",12/1/2014,12, December ,2014
Midmarket,Mexico, Paseo , Low ," $2,031.00 ", $10.00 , $15.00 ," $30,465.00 "," $1,218.60 "," $29,246.40 "," $8,936.40 ",10/1/2014,10, October ,2014
Midmarket,Mexico, Paseo , Low ," $1,514.00 ", $10.00 , $15.00 ," $22,710.00 ", $908.40 ," $21,801.60 "," $6,661.60 ",10/1/2013,10, October ,2013
Midmarket,Mexico, VTT , Low ," $1,514.00 ", $250.00 , $15.00 ," $22,710.00 ", $908.40 ," $21,801.60 "," $(356,698.40)",10/1/2013,10, October ,2013
Midmarket,Mexico, Carretera , Medium ," $2,791.00 ", $3.00 , $15.00 ," $41,865.00 "," $2,093.25 "," $39,771.75 "," $31,398.75 ",11/1/2014,11, November ,2014
Midmarket,Mexico, Velo , Medium ," $2,861.00 ", $120.00 , $15.00 ," $42,915.00 "," $2,145.75 "," $40,769.25 "," $(302,550.75)",1/1/2014,1, January ,2014
Midmarket,Mexico, Velo , Medium , $245.00 , $120.00 , $15.00 ," $3,675.00 ", $330.75 ," $3,344.25 "," $(26,055.75)",5/1/2014,5, May ,2014
Midmarket,Mexico, Velo , Medium ," $2,628.00 ", $120.00 , $15.00 ," $39,420.00 "," $3,547.80 "," $35,872.20 "," $(279,487.80)",4/1/2014,4, April ,2014
Midmarket,Mexico, VTT , High , $641.00 , $250.00 , $15.00 ," $9,615.00 ", $961.50 ," $8,653.50 "," $(151,596.50)",7/1/2014,7, July ,2014
Enterprise,France, Montana , Medium ," $1,857.00 ", $5.00 , $125.00 ," $232,125.00 "," $20,891.25 "," $211,233.75 "," $201,948.75 ",11/1/2013,11, November ,2013
Midmarket,Mexico, Paseo , High ," $1,984.00 ", $10.00 , $15.00 ," $29,760.00 "," $3,273.60 "," $26,486.40 "," $6,646.40 ",8/1/2014,8, August ,2014
Midmarket,Mexico, Velo , High , $655.00 , $120.00 , $15.00 ," $9,825.00 "," $1,080.75 "," $8,744.25 "," $(69,855.75)",9/1/2013,9, September ,2013
Midmarket,Mexico, Amarilla , High ," $2,157.00 ", $260.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $(532,024.05)",12/1/2014,12, December ,2014
Midmarket,Mexico, Paseo , High , $380.00 , $10.00 , $15.00 ," $5,700.00 ", $684.00 ," $5,016.00 "," $1,216.00 ",12/1/2013,12, December ,2013
Midmarket,Mexico, Amarilla , High ," $1,870.00 ", $260.00 , $15.00 ," $28,050.00 "," $3,927.00 "," $24,123.00 "," $(462,077.00)",11/1/2013,11, November ,2013
Channel Partners,France, Montana , Low ," $1,901.00 ", $5.00 , $12.00 ," $22,812.00 ", $684.36 ," $22,127.64 "," $12,622.64 ",6/1/2014,6, June ,2014
Small Business,Mexico, Paseo , None , $788.00 , $10.00 , $300.00 ," $236,400.00 ", $-   ," $236,400.00 "," $228,520.00 ",9/1/2013,9, September ,2013
Small Business,Mexico, Carretera , Low , $494.00 , $3.00 , $300.00 ," $148,200.00 "," $1,482.00 "," $146,718.00 "," $145,236.00 ",10/1/2013,10, October ,2013
Small Business,Mexico, VTT , Low , $494.00 , $250.00 , $300.00 ," $148,200.00 "," $1,482.00 "," $146,718.00 "," $23,218.00 ",10/1/2013,10, October ,2013
Small Business,Mexico, Amarilla , Low ," $1,101.00 ", $260.00 , $300.00 ," $330,300.00 "," $6,606.00 "," $323,694.00 "," $37,434.00 ",3/1/2014,3, March ,2014
Channel Partners,France, Montana , Medium ," $2,342.00 ", $5.00 , $12.00 ," $28,104.00 "," $1,967.28 "," $26,136.72 "," $14,426.72 ",11/1/2014,11, November ,2014
Small Business,Mexico, Paseo , Medium ," $1,607.00 ", $10.00 , $300.00 ," $482,100.00 "," $24,105.00 "," $457,995.00 "," $441,925.00 ",4/1/2014,4, April ,2014
Small Business,Mexico, VTT , Medium ," $2,747.00 ", $250.00 , $300.00 ," $824,100.00 "," $57,687.00 "," $766,413.00 "," $79,663.00 ",2/1/2014,2, February ,2014
Small Business,Mexico, Paseo , Medium ," $2,460.00 ", $10.00 , $300.00 ," $738,000.00 "," $59,040.00 "," $678,960.00 "," $654,360.00 ",6/1/2014,6, June ,2014
Small Business,Mexico, Velo , Medium , $635.00 , $120.00 , $300.00 ," $190,500.00 "," $15,240.00 "," $175,260.00 "," $99,060.00 ",12/1/2014,12, December ,2014
Small Business,Mexico, Amarilla , Medium ," $2,460.00 ", $260.00 , $300.00 ," $738,000.00 "," $59,040.00 "," $678,960.00 "," $39,360.00 ",6/1/2014,6, June ,2014
Small Business,Mexico, Amarilla , Medium , $635.00 , $260.00 , $300.00 ," $190,500.00 "," $15,240.00 "," $175,260.00 "," $10,160.00 ",12/1/2014,12, December ,2014
Small Business,Mexico, Paseo , Medium ," $2,565.00 ", $10.00 , $300.00 ," $769,500.00 "," $69,255.00 "," $700,245.00 "," $674,595.00 ",1/1/2014,1, January ,2014
Small Business,Mexico, Paseo , High , $591.00 , $10.00 , $300.00 ," $177,300.00 "," $17,730.00 "," $159,570.00 "," $153,660.00 ",5/1/2014,5, May ,2014
Small Business,Mexico, VTT , High , $432.00 , $250.00 , $300.00 ," $129,600.00 "," $12,960.00 "," $116,640.00 "," $8,640.00 ",9/1/2014,9, September ,2014
Small Business,Mexico, Paseo , High ," $2,150.00 ", $10.00 , $300.00 ," $645,000.00 "," $77,400.00 "," $567,600.00 "," $546,100.00 ",11/1/2014,11, November ,2014
Small Business,Mexico, Velo , High ," $2,605.00 ", $120.00 , $300.00 ," $781,500.00 "," $101,595.00 "," $679,905.00 "," $367,305.00 ",11/1/2013,11, November ,2013
Small Business,Mexico, Carretera , High , $801.00 , $3.00 , $300.00 ," $240,300.00 "," $33,642.00 "," $206,658.00 "," $204,255.00 ",7/1/2014,7, July ,2014
Small Business,Canada, Montana , Medium ," $1,283.00 ", $5.00 , $300.00 ," $384,900.00 "," $30,792.00 "," $354,108.00 "," $347,693.00 ",9/1/2013,9, September ,2013
Small Business,Mexico, Amarilla , High , $546.00 , $260.00 , $300.00 ," $163,800.00 "," $24,570.00 "," $139,230.00 "," $(2,730.00)",10/1/2014,10, October ,2014
Channel Partners,United States of America, Paseo , None , $912.00 , $10.00 , $12.00 ," $10,944.00 ", $-   ," $10,944.00 "," $1,824.00 ",11/1/2013,11, November ,2013
Channel Partners,United States of America, Amarilla , None ," $1,953.00 ", $260.00 , $12.00 ," $23,436.00 ", $-   ," $23,436.00 "," $(484,344.00)",4/1/2014,4, April ,2014
Channel Partners,United States of America, Amarilla , None ," $2,141.00 ", $260.00 , $12.00 ," $25,692.00 ", $-   ," $25,692.00 "," $(530,968.00)",8/1/2014,8, August ,2014
Channel Partners,United States of America, Carretera , Low ," $1,858.00 ", $3.00 , $12.00 ," $22,296.00 ", $222.96 ," $22,073.04 "," $16,499.04 ",2/1/2014,2, February ,2014
Channel Partners,United States of America, Amarilla , Low ," $1,989.00 ", $260.00 , $12.00 ," $23,868.00 ", $238.68 ," $23,629.32 "," $(493,510.68)",9/1/2013,9, September ,2013
Small Business,Canada, Montana , Medium ," $3,802.50 ", $5.00 , $300.00 ," $1,140,750.00 "," $102,667.50 "," $1,038,082.50 "," $1,019,070.00 ",4/1/2014,4, April ,2014
Channel Partners,United States of America, Paseo , Low ," $1,142.00 ", $10.00 , $12.00 ," $13,704.00 ", $274.08 ," $13,429.92 "," $2,009.92 ",6/1/2014,6, June ,2014
Channel Partners,United States of America, Carretera , Low ," $1,947.00 ", $3.00 , $12.00 ," $23,364.00 ", $700.92 ," $22,663.08 "," $16,822.08 ",9/1/2014,9, September ,2014
Channel Partners,United States of America, Paseo , Low ," $1,369.50 ", $10.00 , $12.00 ," $16,434.00 ", $493.02 ," $15,940.98 "," $2,245.98 ",7/1/2014,7, July ,2014
Channel Partners,United States of America, Velo , Low ," $1,465.00 ", $120.00 , $12.00 ," $17,580.00 ", $703.20 ," $16,876.80 "," $(158,923.20)",3/1/2014,3, March ,2014
Midmarket,Canada, Montana , Low ," $1,967.00 ", $5.00 , $15.00 ," $29,505.00 "," $1,180.20 "," $28,324.80 "," $18,489.80 ",3/1/2014,3, March ,2014
Channel Partners,United States of America, VTT , Medium ," $1,956.00 ", $250.00 , $12.00 ," $23,472.00 "," $2,112.48 "," $21,359.52 "," $(467,640.48)",1/1/2014,1, January ,2014
Channel Partners,United States of America, Carretera , High , $386.00 , $3.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 "," $3,010.80 ",10/1/2013,10, October ,2013
Channel Partners,United States of America, Paseo , High , $386.00 , $10.00 , $12.00 ," $4,632.00 ", $463.20 ," $4,168.80 ", $308.80 ,10/1/2013,10, October ,2013
Channel Partners,United States of America, Amarilla , High ," $2,015.00 ", $260.00 , $12.00 ," $24,180.00 "," $3,385.20 "," $20,794.80 "," $(503,105.20)",12/1/2013,12, December ,2013
Channel Partners,United States of America, Paseo , High ," $2,914.00 ", $10.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 ", $932.48 ,10/1/2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ," $2,914.00 ", $260.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 "," $(727,567.52)",10/1/2014,10, October ,2014
Channel Partners,United States of America, Paseo , High , $914.00 , $10.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 ", $182.80 ,12/1/2014,12, December ,2014
Channel Partners,United States of America, Velo , High , $914.00 , $120.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 "," $(100,357.20)",12/1/2014,12, December ,2014
Channel Partners,United States of America, VTT , High ," $1,806.00 ", $250.00 , $12.00 ," $21,672.00 "," $3,250.80 "," $18,421.20 "," $(433,078.80)",5/1/2014,5, May ,2014
Enterprise,United States of America, Velo , None ," $2,821.00 ", $120.00 , $125.00 ," $352,625.00 ", $-   ," $352,625.00 "," $14,105.00 ",8/1/2014,8, August ,2014
Enterprise,United States of America, Carretera , Low , $330.00 , $3.00 , $125.00 ," $41,250.00 ", $412.50 ," $40,837.50 "," $39,847.50 ",9/1/2013,9, September ,2013
Midmarket,Canada, Montana , High ," $2,300.00 ", $5.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 "," $18,170.00 ",12/1/2014,12, December ,2014
Enterprise,United States of America, Paseo , Low , $727.00 , $10.00 , $125.00 ," $90,875.00 ", $908.75 ," $89,966.25 "," $82,696.25 ",6/1/2014,6, June ,2014
Enterprise,United States of America, Velo , Low , $663.00 , $120.00 , $125.00 ," $82,875.00 ", $828.75 ," $82,046.25 "," $2,486.25 ",10/1/2013,10, October ,2013
Enterprise,United States of America, VTT , Low , $727.00 , $250.00 , $125.00 ," $90,875.00 ", $908.75 ," $89,966.25 "," $(91,783.75)",6/1/2014,6, June ,2014
Government,Canada, Montana , Low ," $1,830.00 ", $5.00 , $7.00 ," $12,810.00 ", $128.10 ," $12,681.90 "," $3,531.90 ",8/1/2014,8, August ,2014
Enterprise,United States of America, Paseo , Medium ," $2,992.00 ", $10.00 , $125.00 ," $374,000.00 "," $18,700.00 "," $355,300.00 "," $325,380.00 ",3/1/2014,3, March ,2014
Enterprise,United States of America, Paseo , Medium , $861.00 , $10.00 , $125.00 ," $107,625.00 "," $5,381.25 "," $102,243.75 "," $93,633.75 ",10/1/2014,10, October ,2014
Enterprise,United States of America, Velo , Medium , $861.00 , $120.00 , $125.00 ," $107,625.00 "," $5,381.25 "," $102,243.75 "," $(1,076.25)",10/1/2014,10, October ,2014
Enterprise,United States of America, Velo , Medium ," $2,755.00 ", $120.00 , $125.00 ," $344,375.00 "," $20,662.50 "," $323,712.50 "," $(6,887.50)",2/1/2014,2, February ,2014
Government,Canada, Montana , Low ," $2,851.00 ", $5.00 , $7.00 ," $19,957.00 ", $798.28 ," $19,158.72 "," $4,903.72 ",10/1/2013,10, October ,2013
Enterprise,United States of America, Paseo , Medium ," $2,797.00 ", $10.00 , $125.00 ," $349,625.00 "," $31,466.25 "," $318,158.75 "," $290,188.75 ",12/1/2014,12, December ,2014
Enterprise,United States of America, Carretera , High ," $3,445.50 ", $3.00 , $125.00 ," $430,687.50 "," $43,068.75 "," $387,618.75 "," $377,282.25 ",4/1/2014,4, April ,2014
Government,Canada, Montana , Medium , $488.00 , $5.00 , $7.00 ," $3,416.00 ", $273.28 ," $3,142.72 ", $702.72 ,2/1/2014,2, February ,2014
Enterprise,United States of America, Velo , High ," $1,596.00 ", $120.00 , $125.00 ," $199,500.00 "," $19,950.00 "," $179,550.00 "," $(11,970.00)",9/1/2014,9, September ,2014
Enterprise,United States of America, Amarilla , High , $579.00 , $260.00 , $125.00 ," $72,375.00 "," $7,237.50 "," $65,137.50 "," $(85,402.50)",1/1/2014,1, January ,2014
Enterprise,United States of America, VTT , High ," $2,387.00 ", $250.00 , $125.00 ," $298,375.00 "," $35,805.00 "," $262,570.00 "," $(334,180.00)",11/1/2014,11, November ,2014
Enterprise,United States of America, Amarilla , High ," $2,844.00 ", $260.00 , $125.00 ," $355,500.00 "," $49,770.00 "," $305,730.00 "," $(433,710.00)",5/1/2014,5, May ,2014
Enterprise,United States of America, Velo , High ," $2,438.00 ", $120.00 , $125.00 ," $304,750.00 "," $45,712.50 "," $259,037.50 "," $(33,522.50)",12/1/2013,12, December ,2013
Government,United States of America, Paseo , None ," $1,143.00 ", $10.00 , $7.00 ," $8,001.00 ", $-   ," $8,001.00 "," $(3,429.00)",10/1/2014,10, October ,2014
Government,United States of America, Amarilla , None ," $1,143.00 ", $260.00 , $7.00 ," $8,001.00 ", $-   ," $8,001.00 "," $(289,179.00)",10/1/2014,10, October ,2014
Government,United States of America, Carretera , Low ," $2,529.00 ", $3.00 , $7.00 ," $17,703.00 ", $177.03 ," $17,525.97 "," $9,938.97 ",7/1/2014,7, July ,2014
Government,United States of America, Paseo , Low ," $4,492.50 ", $10.00 , $7.00 ," $31,447.50 ", $314.48 ," $31,133.03 "," $(13,791.98)",4/1/2014,4, April ,2014
Government,Canada, Montana , Medium , $708.00 , $5.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $9,487.20 ",6/1/2014,6, June ,2014
Government,United States of America, Paseo , Low ," $2,013.00 ", $10.00 , $7.00 ," $14,091.00 ", $281.82 ," $13,809.18 "," $(6,320.82)",12/1/2013,12, December ,2013
Government,United States of America, Velo , Low ," $1,566.00 ", $120.00 , $20.00 ," $31,320.00 ", $626.40 ," $30,693.60 "," $(157,226.40)",10/1/2014,10, October ,2014
Government,United States of America, VTT , Low , $266.00 , $250.00 , $350.00 ," $93,100.00 "," $1,862.00 "," $91,238.00 "," $24,738.00 ",12/1/2013,12, December ,2013
Government,United States of America, Amarilla , Low ," $1,236.00 ", $260.00 , $20.00 ," $24,720.00 ", $494.40 ," $24,225.60 "," $(297,134.40)",11/1/2014,11, November ,2014
Government,United States of America, Velo , Low , $736.00 , $120.00 , $20.00 ," $14,720.00 ", $588.80 ," $14,131.20 "," $(74,188.80)",9/1/2013,9, September ,2013
Government,United States of America, Carretera , Low , $274.00 , $3.00 , $350.00 ," $95,900.00 "," $3,836.00 "," $92,064.00 "," $91,242.00 ",12/1/2014,12, December ,2014
Government,United States of America, Paseo , Low ," $3,450.00 ", $10.00 , $350.00 ," $1,207,500.00 "," $48,300.00 "," $1,159,200.00 "," $1,124,700.00 ",7/1/2014,7, July ,2014
Government,United States of America, Paseo , Low ," $1,056.00 ", $10.00 , $20.00 ," $21,120.00 ", $844.80 ," $20,275.20 "," $9,715.20 ",9/1/2014,9, September ,2014
Government,United States of America, Paseo , Low , $274.00 , $10.00 , $350.00 ," $95,900.00 "," $3,836.00 "," $92,064.00 "," $89,324.00 ",12/1/2014,12, December ,2014
Government,United States of America, VTT , Low , $349.00 , $250.00 , $350.00 ," $122,150.00 "," $4,886.00 "," $117,264.00 "," $30,014.00 ",9/1/2013,9, September ,2013
Government,United States of America, Carretera , Medium , $570.00 , $3.00 , $7.00 ," $3,990.00 ", $199.50 ," $3,790.50 "," $2,080.50 ",12/1/2014,12, December ,2014
Government,United States of America, Paseo , Medium ," $2,327.00 ", $10.00 , $7.00 ," $16,289.00 ", $814.45 ," $15,474.55 "," $(7,795.45)",5/1/2014,5, May ,2014
Government,United States of America, Paseo , Medium , $602.00 , $10.00 , $350.00 ," $210,700.00 "," $10,535.00 "," $200,165.00 "," $194,145.00 ",6/1/2014,6, June ,2014
Government,United States of America, Paseo , Medium ," $2,663.00 ", $10.00 , $20.00 ," $53,260.00 "," $2,663.00 "," $50,597.00 "," $23,967.00 ",12/1/2014,12, December ,2014
Government,United States of America, Velo , Medium , $602.00 , $120.00 , $350.00 ," $210,700.00 "," $10,535.00 "," $200,165.00 "," $127,925.00 ",6/1/2014,6, June ,2014
Government,United States of America, Velo , Medium ," $2,832.00 ", $120.00 , $20.00 ," $56,640.00 "," $2,832.00 "," $53,808.00 "," $(286,032.00)",8/1/2014,8, August ,2014
Government,United States of America, VTT , Medium ," $1,265.00 ", $250.00 , $20.00 ," $25,300.00 "," $1,265.00 "," $24,035.00 "," $(292,215.00)",11/1/2013,11, November ,2013
Government,United States of America, VTT , Medium ," $2,663.00 ", $250.00 , $20.00 ," $53,260.00 "," $2,663.00 "," $50,597.00 "," $(615,153.00)",12/1/2014,12, December ,2014
Government,United States of America, VTT , Medium , $570.00 , $250.00 , $7.00 ," $3,990.00 ", $199.50 ," $3,790.50 "," $(138,709.50)",12/1/2014,12, December ,2014
Government,United States of America, Carretera , Medium ," $1,117.50 ", $3.00 , $20.00 ," $22,350.00 "," $1,341.00 "," $21,009.00 "," $17,656.50 ",1/1/2014,1, January ,2014
Government,United States of America, Carretera , Medium , $263.00 , $3.00 , $7.00 ," $1,841.00 ", $110.46 ," $1,730.54 ", $941.54 ,11/1/2013,11, November ,2013
Government,United States of America, Paseo , Medium , $727.00 , $10.00 , $350.00 ," $254,450.00 "," $15,267.00 "," $239,183.00 "," $231,913.00 ",10/1/2013,10, October ,2013
